Задолженность,"Просрочка, дни",Первоначльный лимит,BIRTHDATE,SEX,EDU,INCOME,TERM,Рейтинг кредитной истории,LV_AREA,LV_SETTLEMENTNAME,INDUSTRYNAME,PDN,CLIENTID,SCORINGMARK,UNDERAGECHILDRENCOUNT,VELCOMSCORING,FAMILYSTATUS
12675.62,0,14000.0,1995-12-26,Мужской,Среднее специальное,1578.15,60,D1,Могилевская область,Славгород,Производство,0.4,974240,125.0,1,-2.0,1
2300.0,0,4000.0,2004-03-01,Мужской,Среднее специальное,1750.0,36,E2,г. Минск,МИНСК,МВД/МЧС/МО,0.09,848283,126.0,0,-2.0,2
6337.81,0,7000.0,1983-09-28,Мужской,Среднее специальное,1573.56,60,,БРЕСТСКАЯ,БЕЛООЗЁРСК,Транспорт/перевозки,0.13,975526,113.0,0,-2.0,2
977.38,0,1200.0,2002-08-21,Женский,Среднее специальное,877.91,36,D1,Гомельская область,СВЕТЛОГОРСК,Производство,0.32,556858,125.0,0,145.0,1
5418.59,0,6000.0,2003-02-18,Мужской,Среднее специальное,699.26,60,C1,МОГИЛЕВСКАЯ,КАЛАТИЧИ,АПК,0.31,966525,142.0,0,-2.0,2
5794.55,0,6400.0,1977-06-06,Мужской,Среднее,979.16,60,C2,Брестская область,ИВАЦЕВИЧИ,Производство,0.19,974231,142.0,1,-2.0,1
3209.51,62,3800.0,1996-11-18,Мужской,Среднее специальное,782.95,60,B2,МИНСКАЯ,ЛЫЦЕВИЧИ,АПК,0.24,975346,100.0,0,-2.0,2
6156.75,0,6800.0,1990-08-06,Мужской,Среднее специальное,2168.12,60,C1,МИНСКАЯ,ЧАЧКОВО,Государственное управление,0.27,973831,192.0,3,-2.0,1
4525.3,0,5000.0,1980-10-12,Мужской,Среднее специальное,1389.1,60,C1,МИНСКАЯ,ГАТОВО,Государственное управление,0.4,975830,129.0,0,-2.0,1
2897.27,0,3200.0,1990-07-26,Мужской,Высшее,2281.28,60,B1,г. Минск,МИНСК,Финансы и страхование,0.33,590918,349.0,0,205.0,1
12494.47,0,13800.0,1994-02-09,Мужской,Среднее специальное,998.15,60,A2,Витебская область,Торгуны,АПК,0.4,974044,184.0,2,-2.0,1
5382.43,0,6000.0,1987-04-10,Женский,Среднее специальное,1054.47,60,C1,Минская область,БОРИСОВ,Торговля,0.33,975758,198.0,1,-2.0,2
349.0,0,2100.0,1994-02-05,Мужской,Высшее,1537.04,24,,,Могилев,Медицина и здравоохранение,0.07,871469,187.0,0,-2.0,2
3621.07,0,4000.0,1973-01-24,Женский,Среднее,1164.62,60,B2,Минская область,СТАРИНКИ,Государственное управление,0.1,972705,218.0,1,-2.0,2
905.38,0,1000.0,1994-11-18,Мужской,Среднее специальное,1270.04,60,E2,Гомельская область,КРАСОВКА,Услуги населению,0.14,848947,79.0,1,-2.0,1
4031.7,3,4400.0,2000-08-27,Мужской,Среднее,1023.59,60,C2,,БРЕСТ,Производство,0.4,974797,109.0,0,-2.0,2
697.55,0,1000.0,1999-04-20,Мужской,Среднее специальное,2651.93,24,C2,г. Минск,МИНСК,Производство,0.3,872394,170.0,0,-2.0,1
698.97,0,1000.0,1996-05-15,Мужской,Среднее специальное,1312.55,24,D2,г. Минск,МИНСК,Государственное управление,0.17,764978,142.0,0,-2.0,1
5872.09,0,6500.0,1971-09-18,Женский,Среднее специальное,613.89,60,D2,МОГИЛЁВСКАЯ,ТЕЛУША,АПК,0.31,975637,98.0,0,-2.0,2
5432.43,0,6000.0,1979-09-16,Женский,Среднее специальное,1316.91,60,A1,ГРОДНЕНСКАЯ,ГРОДНО,Строительство,0.34,975363,247.0,0,-2.0,1
2716.22,0,3000.0,1987-05-09,Мужской,Среднее специальное,2797.39,60,C3,г. Минск,МИНСК,Торговля,0.31,961456,157.0,1,-2.0,1
905.38,0,1000.0,1985-12-29,Мужской,Высшее,1797.7,60,D2,Гомельская область,ЖЛОБИН,Производство,0.38,973848,129.0,1,781.0,1
880.81,0,1000.0,2002-08-18,Мужской,Среднее специальное,637.39,60,B3,Минская область,БЕРЕЗИНО,Услуги населению,0.31,975760,204.0,1,-2.0,1
6654.68,0,7350.0,2002-01-24,Мужской,Среднее специальное,534.61,60,,,МОГИЛЕВ,Строительство,0.4,974749,100.0,0,-2.0,1
210.63,0,1500.0,1986-11-21,Мужской,Высшее,562.56,24,B2,г. Минск,Минск,Услуги населению,0.14,785068,199.0,0,760.0,2
1800.57,0,2000.0,2001-07-01,Мужской,Среднее специальное,1610.08,60,C3,Минская область,КРИВИЧИ,Производство,0.4,974731,122.0,0,790.0,2
847.18,0,1000.0,1985-10-01,Мужской,Среднее специальное,680.66,60,C3,МОГИЛЕВСКАЯ,МОГИЛЕВ,АПК,0.35,769700,108.0,2,-2.0,2
6926.31,0,7650.0,1973-03-20,Мужской,Высшее,556.44,60,C1,,Гомель,Пенсионер,0.4,972518,227.0,1,-2.0,2
7243.19,0,8000.0,1983-10-21,Мужской,Высшее,2773.8,60,B3,г. Минск,МИНСК,МВД/МЧС/МО,0.33,974056,270.0,2,618.0,1
2987.85,0,3300.0,1976-09-02,Женский,Среднее специальное,784.43,60,C2,ВИТЕБСКАЯ,ВИТЕБСК,Производство,0.12,974241,155.0,1,-2.0,1
102.0,0,1000.0,1980-08-02,Женский,Высшее,2667.44,36,B1,г. Минск,МИНСК,Информационные технологии,0.17,817353,345.0,1,-2.0,2
2306.63,0,3300.0,1985-01-28,Мужской,Среднее,1578.59,24,A3,г. Минск,МИНСК,Производство,0.11,975368,232.0,1,-2.0,2
18102.2,0,20000.0,1994-03-14,Мужской,Высшее,3996.13,60,B2,Минская область,СОНЕЧНЫЙ,Информационные технологии,0.15,453103,265.0,0,789.0,2
2932.15,0,3600.0,2001-01-05,Женский,Среднее специальное,755.6,36,E1,ГРОДНЕНСКАЯ,ГРОДНО,Наука и образование,0.4,971642,86.0,0,-2.0,2
890.58,124,1000.0,1991-01-21,Женский,Высшее,922.58,24,D3,Минская область,РАДОШКОВИЧИ,Наука и образование,0.1,887341,122.0,0,-2.0,2
905.38,0,1000.0,1983-09-20,Женский,Среднее,639.11,60,C2,МОГИЛЁВСКАЯ,ПРОТАСЕВИЧИ,Медицина и здравоохранение,0.39,965476,161.0,2,518.0,1
1810.84,0,2000.0,1973-02-15,Женский,Среднее специальное,1351.18,60,A3,Минская область,МАРЬИНА ГОРКА,Медицина и здравоохранение,0.38,825826,319.0,0,-2.0,1
17564.7,0,19400.0,1977-07-05,Женский,Высшее,1783.64,60,C2,г. Минск,Минск,Торговля,0.4,467342,222.0,2,624.0,1
1810.84,0,2000.0,1992-02-13,Мужской,Среднее специальное,1766.1,60,B1,Витебская область,ПОЛОЦК,Производство,0.03,976099,237.0,0,-2.0,2
16297.21,0,18000.0,1972-01-13,Женский,Среднее специальное,1427.55,60,C2,БРЕСТСКАЯ,ЛИНОВО,АПК,0.37,975644,148.0,0,-2.0,2
905.38,0,1000.0,1991-02-02,Женский,Среднее,582.99,60,C2,Брестская область,БАРАНОВИЧИ,Наука и образование,0.37,975369,140.0,2,-2.0,2
1675.02,0,1850.0,1985-12-14,Женский,Среднее специальное,1352.83,60,C2,Могилевская область,МОГИЛЕВ,Производство,0.4,962340,92.0,2,-2.0,1
1629.0,0,2000.0,1990-08-25,Мужской,Среднее специальное,4320.41,36,C3,Минская область,Щомыслица,Строительство,0.13,974534,125.0,1,-2.0,1
811.32,0,1000.0,1991-02-26,Женский,Высшее,755.18,60,E1,ГОМЕЛЬСКАЯ,ГОМЕЛЬ,Наука и образование,0.27,763698,118.0,1,846.0,2
814.46,0,1000.0,1984-09-02,Мужской,Среднее,1305.44,36,B3,МОГИЛЕВСКАЯ ОБЛАСТЬ,КОСТЮКОВИЧИ,Производство,0.13,955652,183.0,2,-2.0,1
18107.96,0,20000.0,1994-01-11,Женский,Высшее,5416.0,60,B1,МИНСКАЯ,ГАТОВО,Торговля,0.25,631952,291.0,0,834.0,1
1859.89,33,2000.0,1991-02-08,Мужской,Среднее специальное,1581.46,60,C2,,ГОМЕЛЬ,Производство,0.34,861808,159.0,1,-2.0,1
2522.62,0,3000.0,1994-06-22,Мужской,Среднее специальное,1567.6,60,B3,Витебская область,ДРУЦК,Строительство,0.07,976215,118.0,2,-2.0,1
5432.43,0,6000.0,1979-06-13,Женский,Среднее специальное,1053.95,60,D1,Брестская область,ИВАЦЕВИЧИ,Производство,0.31,974248,88.0,1,-2.0,1
905.38,0,1000.0,1995-03-24,Мужской,Среднее специальное,3416.52,60,E1,г. Минск,МИНСК,Торговля,0.35,843166,103.0,1,-2.0,1
9054.02,0,10000.0,1996-04-09,Женский,Среднее специальное,809.7,60,A3,,БОРОВУХА,Торговля,0.36,974848,252.0,0,-2.0,2
13580.99,0,15000.0,1976-07-06,Женский,Среднее специальное,1995.71,60,B2,г. Минск,МИНСК,Транспорт/перевозки,0.22,974572,264.0,0,-2.0,1
1946.57,0,2150.0,2001-03-12,Мужской,Высшее,4675.1,60,C1,г. Минск,МИНСК,Информационные технологии,0.4,976084,259.0,0,-2.0,2
698.97,0,1000.0,1992-05-01,Мужской,Среднее специальное,1218.01,24,C1,г. Минск,МИНСК,Торговля,0.38,902523,101.0,0,508.0,2
1835.52,3,2000.0,1998-07-31,Мужской,Высшее,3389.03,60,C2,Минская область,СТАРЫЕ ДОРОГИ,Медицина и здравоохранение,0.36,894140,221.0,0,-2.0,2
0.0,0,1500.0,2000-04-08,Мужской,Среднее специальное,1656.55,60,D3,Минская область,МОЛОДЕЧНО,Государственное управление,0.16,868330,101.0,0,-2.0,2
816.94,0,1000.0,1995-08-03,Мужской,Среднее специальное,516.0,60,B3,,Гомель,Транспорт/перевозки,0.26,740362,182.0,2,776.0,1
2096.92,0,3000.0,2003-08-24,Мужской,Среднее специальное,687.38,24,C1,БРЕСТСКАЯ,ЧУДИН,Торговля,0.24,910182,108.0,0,-2.0,2
7068.37,0,8700.0,1965-09-29,Женский,Среднее специальное,630.82,60,A1,г. Минск,МИНСК,Пенсионер,0.4,975090,249.0,0,815.0,2
48.47,0,2500.0,1975-11-19,Мужской,Среднее,1671.54,24,A1,,ВИТЕБСК,Строительство,0.09,974775,250.0,2,-2.0,1
5884.16,0,6500.0,1985-02-23,Женский,Среднее специальное,770.74,60,C1,ВИТЕБСКАЯ,МАЗОЛОВО,Наука и образование,0.25,703549,124.0,2,-2.0,2
1806.48,0,2000.0,1989-01-27,Женский,Высшее,1339.95,60,A3,г. Минск,Минск,Торговля,0.39,780992,276.0,1,949.0,2
5032.14,3,6000.0,2002-11-29,Женский,Среднее специальное,1221.76,36,B2,Гомельская область,ЖЛОБИН,АПК,0.36,973900,229.0,0,438.0,2
4074.28,0,4500.0,1992-03-17,Мужской,Среднее специальное,1317.11,60,C2,ГОМЕЛЬСКАЯ,ЛЯСКОВИЧИ,Услуги населению,0.1,974571,155.0,3,-2.0,1
1156.5,0,4000.0,1975-09-22,Мужской,Высшее,2602.84,60,B1,Брестская область,ГАНЦЕВИЧИ,Услуги населению,0.22,973917,302.0,1,940.0,1
13580.99,0,15000.0,1971-02-11,Мужской,Высшее,2842.03,60,A2,Минская область,СМОЛЕВИЧИ,Услуги населению,0.24,975381,282.0,0,-2.0,1
812.15,0,1000.0,1993-11-01,Женский,Среднее специальное,1164.91,36,D1,МИНСКАЯ ОБЛАСТЬ,ЧАЧКОВО,Государственное управление,0.26,864938,110.0,1,-2.0,2
2353.02,0,2600.0,1992-04-09,Мужской,Среднее специальное,1949.1,60,E1,ГОМЕЛЬСКАЯ,ГОМЕЛЬ,Транспорт/перевозки,0.4,686737,132.0,0,814.0,2
917.72,3,1000.0,2000-08-04,Мужской,Среднее специальное,1400.3,60,D1,Минская область,БЕРЕЗИНО,Торговля,0.32,918200,99.0,0,-2.0,2
1048.46,0,1500.0,1999-07-03,Женский,Среднее,1177.8,24,C2,,ГРОДНО,Торговля,0.36,630530,179.0,1,-2.0,1
12019.78,185,12300.0,1990-08-25,Мужской,Среднее специальное,951.57,60,C3,,Гомель,АПК,0.38,975140,139.0,0,-2.0,1
1164.79,0,1500.0,1997-05-27,Женский,Высшее,2985.69,36,C1,г. Минск,МИНСК,Наука и образование,0.18,974738,240.0,0,-2.0,2
995.23,0,1100.0,1993-07-11,Женский,Среднее специальное,566.28,60,A3,Гомельская область,МОЗЫРЬ,Наука и образование,0.4,798914,255.0,1,-2.0,2
814.46,0,1000.0,1987-04-12,Мужской,Среднее специальное,1531.67,36,C1,,БРЕСТ,Строительство,0.07,718331,150.0,2,-2.0,2
2790.88,0,4000.0,2002-10-18,Мужской,Среднее специальное,2657.3,24,D1,г. Минск,МИНСК,Торговля,0.13,975815,77.0,0,-2.0,2
2716.22,0,3000.0,2003-12-10,Мужской,Среднее специальное,886.38,60,C1,Брестская область,ЛУНИНЕЦ,АПК,0.16,767935,161.0,0,-2.0,2
8254.64,3,9000.0,1979-06-10,Женский,Среднее специальное,902.76,60,C1,Минская область,МОЛОДЕЧНО,Строительство,0.32,975387,120.0,1,-2.0,2
1539.21,0,1700.0,1986-08-23,Женский,Среднее специальное,1367.18,60,C1,Минская область,ДЗЕРЖИНСК,Торговля,0.35,887615,189.0,0,-2.0,2
1217.4,0,1500.0,1968-01-11,Женский,Среднее специальное,803.0,36,D1,МОГИЛЕВСКАЯ,ЛЕВКОВЩИНА,Медицина и здравоохранение,0.12,974559,135.0,0,447.0,2
13625.31,0,16000.0,1990-04-07,Мужской,Высшее,2877.54,60,A3,ГОМЕЛЬСКАЯ,РЕМЕЗЫ,АПК,0.19,974974,269.0,2,-2.0,1
1414.78,0,2000.0,1999-10-31,Мужской,Неоконченное высшее,2189.73,36,C1,МИНСКАЯ ОБЛАСТЬ,ЖОДИНО,Производство,0.13,974269,184.0,0,-2.0,2
13200.0,0,15000.0,1985-03-14,Женский,Высшее,3107.25,60,C3,г. Минск,Минск,Производство,0.29,115985,200.0,0,-2.0,2
1810.84,0,2000.0,1980-01-13,Женский,Среднее специальное,1963.31,60,C3,Минская область,БОРИСОВ,Производство,0.11,973970,160.0,0,-2.0,2
2172.96,0,2400.0,2001-03-15,Мужской,Неоконченное высшее,1199.7,60,D2,г. Минск,МИНСК,Торговля,0.31,976048,109.0,0,-2.0,2
3616.63,0,4000.0,1966-05-20,Женский,Высшее,1367.54,60,B1,МИНСКАЯ ОБЛАСТЬ,СЛУЦК,Услуги населению,0.33,957422,339.0,0,-2.0,1
5387.1,0,5950.0,1975-01-26,Женский,Среднее специальное,1415.67,60,B1,г. Минск,МИНСК,Транспорт/перевозки,0.4,976221,255.0,0,-2.0,2
5000.0,215,5000.0,1979-03-18,Мужской,Среднее специальное,851.01,60,,Гомельская область,Лопатино,АПК,0.17,975817,88.0,1,-2.0,1
905.03,0,1000.0,1998-01-29,Мужской,Высшее,2032.18,60,D3,г. Минск,МИНСК,Торговля,0.33,571540,88.0,0,-2.0,2
9054.02,0,10000.0,1994-02-20,Мужской,Среднее специальное,1968.5,60,B2,Минская область,МАРЬИНА ГОРКА,Государственное управление,0.38,975515,214.0,2,996.0,1
2261.78,0,2500.0,1975-06-22,Мужской,Среднее специальное,1335.87,60,C1,ВИТЕБСКАЯ,СМОЛЬЯНЫ,АПК,0.4,854217,188.0,1,-2.0,1
7729.69,0,9500.0,1987-11-21,Мужской,Среднее специальное,2029.3,36,B1,г. Минск,МИНСК,Наука и образование,0.22,974743,162.0,2,-2.0,1
4526.97,0,5000.0,1981-09-27,Мужской,Среднее специальное,1421.39,60,A2,Минская область,МАРЬИНА ГОРКА,Производство,0.18,568289,235.0,1,-2.0,1
4436.48,0,4900.0,1976-03-25,Женский,Среднее специальное,1133.5,60,,г. Минск,МИНСК,Производство,0.13,974278,199.0,1,-2.0,1
1177.01,0,1300.0,1974-12-03,Женский,Среднее специальное,695.41,60,C3,ГОМЕЛЬСКАЯ ОБЛАСТЬ,МЫШАНКА,Наука и образование,0.4,870298,217.0,0,-2.0,1
1629.62,0,1800.0,1969-07-20,Мужской,Среднее специальное,1033.08,60,D2,Гомельская область,ОЗЕРЩИНА,Услуги населению,0.1,970419,102.0,0,-2.0,2
1707.43,0,2500.0,1987-04-07,Мужской,Среднее,2035.03,24,C3,г. Минск,МИНСК,Торговля,0.2,829633,112.0,3,314.0,1
2036.23,0,2500.0,1985-01-24,Мужской,Высшее,2372.86,36,E3,,БРЕСТ,Торговля,0.31,974210,125.0,0,-2.0,1
2096.92,0,3000.0,2002-07-17,Мужской,Среднее,2219.92,24,,г. Минск,Минск,Производство,0.07,973874,147.0,0,-2.0,2
3161.87,0,3500.0,1971-01-03,Мужской,Среднее специальное,1605.91,60,D2,Гомельская область,ДВОРИЩЕ,Производство,0.06,975833,117.0,0,-2.0,1
4074.28,0,4500.0,1973-04-19,Мужской,Высшее,1968.5,60,C2,МИНСКАЯ ОБЛАСТЬ,КОПЫЛЬ,МВД/МЧС/МО,0.4,883169,271.0,1,-2.0,1
1320.03,0,3000.0,1975-10-26,Мужской,Среднее специальное,2772.4,36,C1,г. Минск,МИНСК,Медицина и здравоохранение,0.34,894661,219.0,0,836.0,2
4436.48,0,4900.0,1985-12-04,Женский,Среднее специальное,1533.94,60,D1,Брестская область,БАРАНОВИЧИ,Транспорт/перевозки,0.4,515812,126.0,1,-2.0,2
1131.76,0,1250.0,1975-03-10,Мужской,Среднее специальное,1393.09,60,D1,БРЕСТСКАЯ,БРЕСТ,Производство,0.4,974302,117.0,1,-2.0,1
1986.31,0,2200.0,1985-02-07,Женский,Среднее специальное,1016.31,60,A3,,МОГИЛЕВ,Производство,0.4,975722,287.0,1,813.0,1
3621.59,0,4000.0,1971-11-18,Мужской,Среднее специальное,6011.21,60,B1,Минская область,Молодечно,Строительство,0.19,548923,257.0,0,-2.0,1
2374.48,0,3500.0,1998-01-29,Мужской,Высшее,2139.09,36,,г. Минск,МИНСК,Торговля,0.36,827819,139.0,0,-2.0,2
1376.58,3,1500.0,2003-01-08,Мужской,Среднее специальное,1500.0,60,C2,Витебская область,БЕШЕНКОВИЧИ,МВД/МЧС/МО,0.16,963069,184.0,0,-2.0,2
1402.71,3,1900.0,1991-06-30,Мужской,Среднее специальное,1635.03,24,D2,Гродненская область,СЛОНИМ,Производство,0.34,975167,83.0,2,-2.0,1
7941.49,0,10000.0,1991-07-06,Мужской,Высшее,4446.63,60,B1,Минская область,Копище,Торговля,0.24,340700,294.0,0,-2.0,1
917.72,3,1000.0,1985-06-09,Мужской,Среднее специальное,952.1,60,D2,Минская область,ГУСАКИ,АПК,0.37,736505,98.0,3,-2.0,1
1810.84,0,2000.0,1991-11-12,Мужской,Среднее специальное,1507.49,60,D2,,ГОМЕЛЬ,Производство,0.04,679814,78.0,2,-2.0,1
905.38,0,1000.0,1981-01-05,Женский,Высшее,1394.75,60,C3,г. Минск,МИНСК,МВД/МЧС/МО,0.33,804522,247.0,0,713.0,2
1048.46,0,1500.0,1990-01-09,Женский,Среднее специальное,991.3,24,C1,,Гродно,Торговля,0.3,858122,196.0,3,-2.0,1
2096.74,3,2500.0,1995-12-04,Женский,Среднее,1245.17,36,C1,Гомельская область,КОМАРИН,Производство,0.27,904128,208.0,0,710.0,1
2716.22,0,3000.0,2002-12-13,Мужской,Среднее,973.41,60,E2,Могилевская область,КОСТЮКОВИЧИ,Производство,0.17,886301,70.0,1,196.0,1
905.38,0,1000.0,1989-06-20,Мужской,Среднее,1635.05,60,C3,ВИТЕБСКАЯ ОБЛАСТЬ,ВЕРХНЕДВИНСК,АПК,0.27,975668,118.0,1,-2.0,2
7965.49,0,8800.0,1999-02-21,Мужской,Среднее специальное,1211.09,60,B1,ГРОДНЕНСКАЯ,ПОГРАНИЧНЫЙ,Производство,0.31,975559,269.0,0,-2.0,1
5579.62,33,6000.0,1981-02-19,Женский,Среднее специальное,661.81,60,A3,МИНСКАЯ,УРЕЧЬЕ,Наука и образование,0.26,974755,178.0,2,-2.0,2
1621.59,95,1700.0,1983-07-16,Женский,Среднее специальное,1604.69,60,B3,Витебская область,ВЕРХНЕДВИНСК,Производство,0.4,842179,213.0,0,-2.0,1
7500.0,215,7500.0,1997-06-24,Мужской,Среднее специальное,792.64,60,C2,МИНСКАЯ,ОСОВЕЦ,Торговля,0.4,973153,126.0,1,-2.0,2
905.38,0,1000.0,1974-01-13,Женский,Высшее,1079.99,60,C2,Витебская область,ПОЛОЦК,Наука и образование,0.4,973321,225.0,1,416.0,1
698.97,0,1000.0,2004-01-28,Мужской,Среднее,2103.17,24,,Минская область,Динаровка,Услуги населению,0.03,731832,113.0,0,104.0,2
1397.95,0,2000.0,1990-12-25,Мужской,Высшее,2131.89,24,B2,г. Минск,Минск,Транспорт/перевозки,0.25,410095,254.0,1,525.0,1
6678.85,0,8200.0,1996-04-04,Мужской,Среднее специальное,1683.77,36,C2,Гомельская область,СВЕТЛОГОРСК,Производство,0.38,689033,159.0,0,-2.0,1
1267.58,0,1400.0,2003-11-23,Мужской,Среднее специальное,678.03,60,D1,Гродненская область,СНИГЯНЫ,Наука и образование,0.4,548816,106.0,1,-2.0,1
1267.58,0,1400.0,1993-05-26,Мужской,Среднее специальное,876.31,60,C2,Гродненская область,ОСТРОВЕЦ,Медицина и здравоохранение,0.4,974526,143.0,2,-2.0,1
1048.46,0,1500.0,2000-10-08,Мужской,Среднее специальное,900.78,24,,Витебская область,ДОМНИКИ,АПК,0.09,974301,101.0,0,-2.0,2
1476.49,3,2000.0,2003-04-19,Мужской,Неоконченное высшее,823.49,24,,г. Минск,МИНСК,Торговля,0.13,859871,121.0,0,-2.0,2
10549.74,3,11500.0,1993-04-30,Женский,Среднее специальное,1887.89,60,C3,г. Минск,МИНСК,Медицина и здравоохранение,0.18,975193,177.0,1,-2.0,2
3670.96,3,4000.0,1983-07-15,Мужской,Высшее,1984.76,60,C2,Витебская область,НОВОПОЛОЦК,Производство,0.09,975842,164.0,1,254.0,2
8058.08,0,8900.0,1990-11-25,Мужской,Высшее,3803.21,60,C3,Минская область,Боровляны,Транспорт/перевозки,0.4,358457,162.0,1,-2.0,2
2803.0,215,3000.0,1991-12-05,Мужской,Среднее специальное,579.79,24,C3,г. Минск,Минск,Финансы и страхование,0.28,893100,210.0,0,-2.0,1
12217.31,0,15000.0,1994-07-20,Женский,Высшее,3399.3,36,A2,г. Минск,Минск,Транспорт/перевозки,0.18,559795,296.0,0,-2.0,2
4561.16,0,5600.0,2004-08-24,Женский,Среднее специальное,1450.19,36,,г. Минск,МИНСК,Услуги населению,0.16,974119,143.0,0,875.0,2
4979.66,0,5500.0,1977-01-04,Мужской,Среднее специальное,766.07,60,C3,Гродненская область,СТАРОЕ СЕЛО,АПК,0.21,483448,84.0,0,-2.0,1
1629.0,0,2000.0,1982-10-15,Женский,Среднее специальное,1194.57,36,E3,Гомельская область,СТАРАЯ БЕЛИЦА,АПК,0.26,503402,124.0,2,173.0,1
1358.07,0,1500.0,1991-08-21,Женский,Среднее,1240.41,60,C2,Минская область,БОРИСОВ,Производство,0.4,968202,74.0,0,-2.0,1
6343.23,156,6500.0,1971-12-18,Мужской,Среднее специальное,911.67,60,C3,Гродненская область,ВОЛКОВЫСК,Транспорт/перевозки,0.21,976286,121.0,0,-2.0,2
8510.76,0,9400.0,1993-11-19,Мужской,Среднее специальное,1634.93,60,B3,МОГИЛЁВСКАЯ,МОГИЛЕВ,Производство,0.4,823086,173.0,1,-2.0,2
4074.28,0,4500.0,1990-01-05,Мужской,Среднее специальное,1761.26,60,C1,г. Минск,МИНСК,Торговля,0.38,914964,170.0,2,298.0,1
1747.43,0,2500.0,1984-03-24,Женский,Высшее,889.93,24,B1,МИНСКАЯ,ЛЕСНОЙ,Наука и образование,0.36,568209,279.0,1,-2.0,1
2443.46,0,3000.0,1989-03-27,Мужской,Среднее,1901.22,36,C2,Минская область,Логойск,Производство,0.19,402908,148.0,0,630.0,2
777.04,33,1000.0,1998-07-02,Мужской,Среднее специальное,964.81,24,B2,г. Минск,МИНСК,Производство,0.4,974265,188.0,0,-2.0,2
12222.84,0,13500.0,2004-07-06,Мужской,Среднее специальное,2141.17,60,C1,г. Минск,МИНСК,Транспорт/перевозки,0.4,784178,185.0,0,-2.0,2
814.46,0,1000.0,2001-07-16,Женский,Среднее специальное,1622.53,36,B3,МИНСКАЯ ОБЛАСТЬ,СОЛИГОРСК,Финансы и страхование,0.18,925210,258.0,0,-2.0,2
7695.87,0,8500.0,1990-07-14,Женский,Неоконченное высшее,1026.42,60,C2,ГОМЕЛЬСКАЯ ОБЛАСТЬ,МОЗЫРЬ,Торговля,0.3,709690,128.0,1,-2.0,1
6337.81,0,7000.0,1989-05-22,Мужской,Высшее,1449.27,60,A2,ВИТЕБСКАЯ,ВИТЕБСК,Транспорт/перевозки,0.37,974330,282.0,1,-2.0,1
0.0,0,1500.0,1981-08-24,Мужской,Среднее специальное,955.13,60,D2,МОГИЛЕВСКАЯ,ТРИЛЕСИНО,АПК,0.19,956957,73.0,3,-2.0,1
3167.28,0,3500.0,1969-04-16,Женский,Среднее специальное,933.03,60,B3,БРЕСТСКАЯ,БРЕСТ,Торговля,0.4,974552,196.0,0,114.0,2
2716.22,0,3000.0,1999-08-07,Мужской,Высшее,1599.6,60,B2,г. Минск,МИНСК,Производство,0.3,869186,157.0,0,-2.0,1
3257.92,0,4000.0,1995-08-05,Мужской,Среднее специальное,1099.48,36,D2,г. Минск,МИНСК,Торговля,0.38,740724,106.0,0,237.0,2
11317.47,0,12500.0,2002-04-02,Мужской,Среднее специальное,1684.72,60,,Минская область,МОЛОДЕЧНО,Медицина и здравоохранение,0.22,976300,152.0,0,-2.0,2
1358.07,0,1500.0,1991-10-14,Мужской,Среднее специальное,1982.97,60,C2,г. Минск,МИНСК,Строительство,0.37,872927,130.0,1,-2.0,1
814.46,0,1000.0,1989-05-06,Женский,Среднее специальное,1631.0,36,D3,Гомельская область,ГОМЕЛЬ,Производство,0.37,755655,78.0,0,413.0,2
5418.1,0,6000.0,1979-10-05,Женский,Высшее,7128.43,60,C2,г. Минск,МИНСК,Финансы и страхование,0.27,974685,291.0,1,656.0,1
12494.47,0,13800.0,2001-06-07,Мужской,Среднее специальное,1500.0,60,D1,,ВИТЕБСК,МВД/МЧС/МО,0.4,973406,140.0,0,523.0,1
6332.4,3,6900.0,1985-05-14,Женский,Среднее,522.1,60,A2,ГРОДНЕНСКАЯ,ГРОДНО,Торговля,0.4,975497,261.0,2,-2.0,1
9049.43,0,12500.0,1962-02-02,Женский,Среднее специальное,1248.28,36,B2,г. Минск,МИНСК,Транспорт/перевозки,0.4,973574,239.0,0,809.0,2
1539.21,0,1700.0,1983-12-23,Мужской,Среднее специальное,1820.75,60,B3,г. Минск,Минск,Производство,0.4,821325,192.0,3,922.0,1
471.41,0,1000.0,1999-12-04,Мужской,Среднее специальное,1562.18,60,C3,г. Минск,МИНСК,Производство,0.33,621937,121.0,0,-2.0,2
4526.97,0,5000.0,1988-07-08,Мужской,Среднее специальное,2007.45,60,E2,Гродненская область,НОВОГРУДОК,Производство,0.28,925225,94.0,2,121.0,1
905.38,0,1000.0,1981-04-05,Мужской,Среднее специальное,619.6,60,D1,ГРОДНЕНСКАЯ ОБЛАСТЬ,БЫКОВИЧИ,АПК,0.24,976366,132.0,2,326.0,1
793.1,0,1000.0,1996-05-06,Мужской,Среднее специальное,831.53,36,B2,,ГОМЕЛЬ,Услуги населению,0.26,853833,217.0,1,-2.0,1
3494.87,0,5000.0,1999-07-07,Мужской,Среднее специальное,1772.13,24,,г. Минск,Минск,Торговля,0.15,454639,116.0,0,-2.0,2
11750.5,0,15000.0,2000-09-18,Мужской,Среднее,1745.8,60,B3,БРЕСТСКАЯ,БРЕСТ,МВД/МЧС/МО,0.29,806615,246.0,0,424.0,2
